#It			x			f_x
0		0.06693376949801666		-1112.931186737138
1		0.06593376949801666		-1112.9311867371384
2		0.06393376949801666		-1112.931186737139
3		0.059933769498016654		-1112.9311867371403
4		0.05193376949801665		-1112.931186737142
5		0.03593376949801665		-1112.9311867371466
6		0.003933769498016652		-1112.9311867371553
7		-0.06006623050198335		-1112.9311867371725
8		-0.18806623050198334		-1112.9311867372076
9		-0.44406623050198335		-1112.9311867372776
10		-0.9560662305019834		-1112.9311867374176
11		-1.9800662305019834		-1112.9311867376964
12		-4.028066230501984		-1112.9311867382557
13		-8.124066230501985		-1112.9311867393735
14		-16.316066230501985		-1112.931186741609
15		-32.70006623050199		-1112.9311867460801
16		-65.46806623050199		-1112.9311867550223
17		-131.004066230502		-1112.9311867729061
18		-262.07606623050197		-1112.9311868086743
19		-524.220066230502		-1112.931186880211
20		-1048.508066230502		-1112.9311870232846
21		-2097.084066230502		-1112.9311873094316
22		-4194.236066230502		-1112.9311878817252
23		-8388.540066230502		-1112.9311890263139
24		-16777.148066230504		-1112.9311913154902
25		-33554.364066230504		-1112.931195893842
26		-67108.79606623051		-1112.9312050505464
27		-134217.6600662305		-1112.9312233639548
28		-268435.3880662305		-1112.9312599907717
29		-536870.8440662306		-1112.9313332444053
30		-1073741.7560662306		-1112.9314797516713
31		-2147483.5800662306		-1112.931772766195
32		-4294967.22806623		-1112.9323587952144
33		-8589934.52406623		-1112.9335308531404
34		-17179869.116066232		-1112.935874968537
35		-34359738.30006623		-1112.940563197515
36		-68719476.66806623		-1112.949939648202
37		-137438953.40406623		-1112.9686925205065
38		-274877906.8760662		-1113.0061981488352
39		-549755813.8200662		-1113.081208940357
40		-1099511627.7080662		-1113.2312286627775
41		-2199023255.484066		-1113.531260664446
42		-4398046511.036066		-1114.1312948896652
43		-8796093022.140066		-1115.3312441841772
44		-17592186044.34807		-1117.7306658017956
45		-35184372088.76407		-1122.5275983682923
46		-70368744177.59607		-1132.1137985371442
47		-140737488355.26007		-1151.2553603178094
48		-281474976710.5881		-1189.4136938534793
49		-562949953421.2441		-1265.219615343627
50		-1125899906842.5562		-1414.6942065941284
51		-2251799813685.18		-1704.3148577100005
52		-4503599627370.428		-2239.599931061381
53		-9007199254740.924		-3074.7138137295397
54		-18014398509481.914		-3222.153386109968
Value for new a : -9007199254740.924 and new b : -36028797018963.9 after bounding phase method for 54 iterations
